,train_id,subject,accuracy,correct,incorrect,error_rate,batch_size,epochs
337,29102024_193510,only-pos-neg-neu,"81,31868131868131",74,17,"18,681318681318682",30,10
338,29102024_193510,only-year-compound,"90,10989010989012",82,9,"9,89010989010989",30,10
339,29102024_193510,only-text,"79,12087912087912",72,19,"20,87912087912088",30,10
340,29102024_193510,only-year,"89,01098901098901",81,10,"10,989010989010989",30,10
341,29102024_193510,only-compound,"83,51648351648352",76,15,"16,483516483516482",30,10
342,29102024_193848,sentiment,"81,31868131868131",74,17,"18,681318681318682",30,10
343,29102024_193848,only-pos-neg-neu,"85,71428571428571",78,13,"14,285714285714285",30,10
344,29102024_193848,only-year-compound,"89,01098901098901",81,10,"10,989010989010989",30,10
345,29102024_193848,only-text,"82,41758241758241",75,16,"17,582417582417584",30,10
346,29102024_193848,only-year,"85,71428571428571",78,13,"14,285714285714285",30,10
347,29102024_193848,only-compound,"78,02197802197803",71,20,"21,978021978021978",30,10
348,29102024_194238,sentiment,"86,81318681318682",79,12,"13,186813186813188",30,10
349,29102024_194238,only-pos-neg-neu,"80,21978021978022",73,18,"19,78021978021978",30,10
350,29102024_194238,only-year-compound,"89,01098901098901",81,10,"10,989010989010989",30,10
351,29102024_194238,only-text,"81,31868131868131",74,17,"18,681318681318682",30,10
352,29102024_194238,only-year,"84,61538461538461",77,14,"15,384615384615385",30,10
353,29102024_194238,only-compound,"82,41758241758241",75,16,"17,582417582417584",30,10
354,29102024_194621,sentiment,"78,02197802197803",71,20,"21,978021978021978",30,10
355,29102024_194621,only-pos-neg-neu,"86,81318681318682",79,12,"13,186813186813188",30,10
356,29102024_194621,only-year-compound,"92,3076923076923",84,7,"7,6923076923076925",30,10
357,29102024_194621,only-text,"87,91208791208791",80,11,"12,087912087912088",30,10
358,29102024_194621,only-year,"80,21978021978022",73,18,"19,78021978021978",30,10
359,29102024_194621,only-compound,"90,10989010989012",82,9,"9,89010989010989",30,10
360,29102024_203849,sentiment,"80,21978021978022",73,18,"19,78021978021978",30,10
361,29102024_203849,only-pos-neg-neu,"73,62637362637363",67,24,"26,373626373626376",30,10
362,29102024_203849,only-year-compound,"93,4065934065934",85,6,"6,593406593406594",30,10
363,29102024_203849,only-text,"81,31868131868131",74,17,"18,681318681318682",30,10
364,29102024_203849,only-year,"85,71428571428571",78,13,"14,285714285714285",30,10
365,29102024_203849,only-compound,"76,92307692307693",70,21,"23,076923076923077",30,10
366,29102024_204312,sentiment,"81,31868131868131",74,17,"18,681318681318682",30,10
367,29102024_204312,only-pos-neg-neu,"80,21978021978022",73,18,"19,78021978021978",30,10
368,29102024_204312,only-year-compound,"82,41758241758241",75,16,"17,582417582417584",30,10
369,29102024_204312,only-text,"76,92307692307693",70,21,"23,076923076923077",30,10
370,29102024_204312,only-year,"73,62637362637363",67,24,"26,373626373626376",30,10
371,29102024_204312,only-compound,"75,82417582417582",69,22,"24,175824175824175",30,10
372,29102024_204735,sentiment,"69,23076923076923",63,28,"30,76923076923077",30,10
373,29102024_204735,only-pos-neg-neu,"87,91208791208791",80,11,"12,087912087912088",30,10
374,29102024_204735,only-year-compound,"87,91208791208791",80,11,"12,087912087912088",30,10
375,29102024_204735,only-text,"94,5054945054945",86,5,"5,4945054945054945",30,10
376,29102024_204735,only-year,"86,81318681318682",79,12,"13,186813186813188",30,10
377,29102024_204735,only-compound,"86,81318681318682",79,12,"13,186813186813188",30,10
378,29102024_205146,sentiment,"83,51648351648352",76,15,"16,483516483516482",30,10
379,29102024_205146,only-pos-neg-neu,"79,12087912087912",72,19,"20,87912087912088",30,10
380,29102024_205146,only-year-compound,"87,91208791208791",80,11,"12,087912087912088",30,10
381,29102024_205146,only-text,"79,12087912087912",72,19,"20,87912087912088",30,10
382,29102024_205146,only-year,"84,61538461538461",77,14,"15,384615384615385",30,10
383,29102024_205146,only-compound,"82,41758241758241",75,16,"17,582417582417584",30,10
384,29102024_205528,sentiment,"83,51648351648352",76,15,"16,483516483516482",30,10
385,29102024_205528,only-pos-neg-neu,"81,31868131868131",74,17,"18,681318681318682",30,10
386,29102024_205528,only-year-compound,"85,71428571428571",78,13,"14,285714285714285",30,10
387,29102024_205528,only-text,"80,21978021978022",73,18,"19,78021978021978",30,10
388,29102024_205528,only-year,"86,81318681318682",79,12,"13,186813186813188",30,10
389,29102024_205528,only-compound,"82,41758241758241",75,16,"17,582417582417584",30,10
